#Bunch of data that Diarmuid saved from his command line when he deleted half of the bike data. Represents the last 4000 rows of the 400,000 that were deleted

|
| 1523365125000 |     16 | OPEN   |          20 |                    11 | 9               |
| 1523365134000 |     26 | OPEN   |          20 |                     0 | 20              |
| 1523365138000 |     13 | OPEN   |          30 |                     4 | 26              |
| 1523365139000 |      3 | OPEN   |          20 |                    18 | 1               |
| 1523365145000 |     12 | OPEN   |          20 |                    20 | 0               |
| 1523365145000 |     24 | OPEN   |          20 |                     5 | 14              |
| 1523365164000 |    105 | OPEN   |          36 |                    34 | 2               |
| 1523365165000 |     84 | OPEN   |          30 |                    30 | 0               |
| 1523365174000 |     40 | OPEN   |          21 |                     6 | 14              |
| 1523365182000 |     22 | OPEN   |          20 |                    13 | 7               |
| 1523365185000 |     76 | OPEN   |          38 |                    21 | 17              |
| 1523365186000 |     72 | OPEN   |          31 |                    22 | 9               |
| 1523365187000 |     32 | OPEN   |          30 |                    24 | 5               |
| 1523365192000 |     19 | OPEN   |          30 |                     0 | 29              |
| 1523365204000 |     25 | OPEN   |          30 |                    10 | 20              |
| 1523365208000 |     86 | OPEN   |          38 |                    35 | 3               |
| 1523365210000 |     59 | OPEN   |          20 |                    20 | 0               |
| 1523365211000 |    101 | OPEN   |          30 |                    27 | 3               |
| 1523365214000 |     73 | OPEN   |          30 |                    22 | 8               |
| 1523365222000 |     21 | OPEN   |          30 |                    17 | 12              |
| 1523365224000 |     97 | OPEN   |          40 |                    40 | 0               |
| 1523365246000 |     74 | OPEN   |          30 |                    18 | 12              |
| 1523365247000 |     11 | OPEN   |          30 |                    14 | 16              |
| 1523365249000 |     57 | OPEN   |          23 |                     3 | 20              |
| 1523365256000 |     43 | OPEN   |          30 |                    30 | 0               |
| 1523365263000 |     71 | OPEN   |          40 |                    32 | 8               |
| 1523365267000 |     60 | OPEN   |          30 |                    11 | 19              |
| 1523365269000 |     87 | OPEN   |          38 |                    38 | 0               |
| 1523365272000 |    103 | OPEN   |          40 |                    31 | 9               |
| 1523365274000 |      1 | OPEN   |          31 |                    27 | 4               |
| 1523365280000 |     62 | OPEN   |          40 |                    25 | 15              |
| 1523365282000 |     47 | OPEN   |          40 |                     9 | 29              |
| 1523365284000 |     78 | OPEN   |          40 |                    26 | 14              |
| 1523365287000 |     35 | OPEN   |          30 |                    27 | 3               |
| 1523365289000 |     61 | OPEN   |          25 |                    12 | 12              |
| 1523365294000 |     69 | OPEN   |          40 |                    10 | 30              |
| 1523365295000 |     88 | OPEN   |          30 |                    29 | 1               |
| 1523365296000 |     46 | OPEN   |          35 |                    26 | 9               |
| 1523365302000 |      6 | OPEN   |          20 |                    20 | 0               |
| 1523365302000 |     38 | OPEN   |          40 |                    30 | 8               |
| 1523365303000 |     15 | OPEN   |          16 |                     5 | 10              |
| 1523365303000 |     51 | OPEN   |          40 |                    31 | 9               |
| 1523365306000 |    102 | OPEN   |          40 |                    18 | 22              |
| 1523365313000 |     44 | OPEN   |          30 |                    16 | 14              |
| 1523365320000 |     31 | OPEN   |          20 |                     9 | 11              |
| 1523365322000 |     56 | OPEN   |          40 |                    21 | 19              |
| 1523365323000 |     75 | OPEN   |          40 |                    38 | 2               |
| 1523365331000 |     39 | OPEN   |          20 |                    12 | 8               |
| 1523365334000 |     68 | OPEN   |          40 |                    23 | 17              |
| 1523365335000 |      9 | OPEN   |          24 |                     7 | 17              |
| 1523365336000 |     58 | OPEN   |          40 |                    19 | 21              |
| 1523365340000 |     14 | OPEN   |          30 |                    22 | 7               |
| 1523365340000 |    100 | OPEN   |          25 |                    21 | 4               |
| 1523365342000 |      8 | OPEN   |          30 |                     6 | 20              |
| 1523365347000 |     33 | OPEN   |          23 |                    14 | 9               |
| 1523365348000 |     34 | OPEN   |          30 |                    11 | 19              |
| 1523365353000 |     28 | OPEN   |          30 |                     6 | 24              |
| 1523365353000 |     63 | OPEN   |          35 |                     8 | 27              |
| 1523365357000 |     48 | OPEN   |          40 |                    20 | 20              |
| 1523365357000 |     66 | OPEN   |          40 |                    13 | 25              |
| 1523365363000 |     85 | OPEN   |          35 |                    35 | 0               |
| 1523365410000 |     13 | OPEN   |          30 |                     2 | 28              |
| 1523365420000 |     61 | OPEN   |          25 |                    11 | 13              |
| 1523365424000 |     90 | CLOSED |          40 |                     0 | 0               |
| 1523365425000 |     98 | OPEN   |          30 |                     4 | 20              |
| 1523365441000 |     38 | OPEN   |          40 |                    30 | 8               |
| 1523365462000 |    104 | OPEN   |          40 |                    28 | 12              |
| 1523365463000 |     18 | OPEN   |          30 |                    30 | 0               |
| 1523365472000 |     77 | OPEN   |          29 |                    21 | 5               |
| 1523365472000 |     80 | OPEN   |          40 |                    22 | 18              |
| 1523365486000 |     25 | OPEN   |          30 |                     7 | 23              |
| 1523365490000 |     82 | OPEN   |          22 |                    22 | 0               |
| 1523365491000 |     22 | OPEN   |          20 |                    11 | 9               |
| 1523365500000 |     52 | OPEN   |          32 |                    32 | 0               |
| 1523365513000 |     29 | OPEN   |          29 |                     0 | 29              |
| 1523365518000 |     31 | OPEN   |          20 |                    10 | 10              |
| 1523365520000 |     81 | OPEN   |          40 |                    11 | 29              |
| 1523365531000 |     17 | OPEN   |          20 |                    14 | 6               |
| 1523365534000 |     54 | OPEN   |          33 |                    24 | 9               |
| 1523365539000 |     67 | OPEN   |          40 |                    34 | 6               |
| 1523365541000 |     65 | OPEN   |          40 |                    18 | 22              |
| 1523365546000 |     56 | OPEN   |          40 |                    20 | 20              |
| 1523365546000 |     86 | OPEN   |          38 |                    35 | 3               |
| 1523365549000 |     37 | OPEN   |          30 |                    11 | 19              |
| 1523365553000 |     53 | OPEN   |          40 |                     5 | 35              |
| 1523365563000 |      9 | OPEN   |          24 |                     8 | 16              |
| 1523365564000 |     50 | OPEN   |          40 |                    40 | 0               |
| 1523365574000 |     23 | OPEN   |          30 |                    12 | 18              |
| 1523365574000 |     99 | OPEN   |          30 |                     2 | 28              |
| 1523365576000 |      5 | OPEN   |          40 |                    29 | 11              |
| 1523365577000 |     27 | OPEN   |          20 |                     4 | 16              |
| 1523365585000 |     55 | OPEN   |          36 |                    15 | 21              |
| 1523365589000 |     43 | OPEN   |          30 |                    28 | 2               |
| 1523365593000 |     33 | OPEN   |          23 |                    16 | 7               |
| 1523365598000 |     71 | OPEN   |          40 |                    31 | 9               |
| 1523365601000 |     68 | OPEN   |          40 |                    21 | 19              |
| 1523365602000 |     96 | OPEN   |          30 |                    30 | 0               |
| 1523365605000 |     83 | OPEN   |          40 |                    38 | 2               |
| 1523365608000 |     21 | OPEN   |          30 |                    17 | 13              |
| 1523365609000 |     79 | OPEN   |          27 |                    13 | 14              |
| 1523365610000 |     30 | OPEN   |          20 |                     5 | 15              |
| 1523365612000 |     63 | OPEN   |          35 |                    10 | 25              |
| 1523365613000 |     10 | OPEN   |          16 |                     4 | 12              |
| 1523365616000 |     94 | OPEN   |          40 |                    33 | 7               |
| 1523365622000 |      8 | OPEN   |          30 |                     7 | 19              |
| 1523365624000 |     93 | OPEN   |          40 |                    24 | 16              |
| 1523365632000 |     40 | OPEN   |          21 |                     7 | 13              |
| 1523365632000 |     95 | OPEN   |          40 |                    40 | 0               |
| 1523365634000 |     48 | OPEN   |          40 |                    19 | 21              |
| 1523365634000 |     62 | OPEN   |          40 |                    24 | 16              |
| 1523365635000 |     60 | OPEN   |          30 |                    10 | 20              |
| 1523365636000 |     11 | OPEN   |          30 |                    13 | 17              |
| 1523365638000 |     44 | OPEN   |          30 |                    15 | 15              |
| 1523365638000 |    101 | OPEN   |          30 |                    26 | 4               |
| 1523365639000 |     58 | OPEN   |          40 |                    19 | 21              |
| 1523365640000 |     47 | OPEN   |          40 |                     8 | 30              |
| 1523365645000 |      3 | OPEN   |          20 |                    17 | 2               |
| 1523365645000 |     35 | OPEN   |          30 |                    27 | 3               |
| 1523365652000 |     14 | OPEN   |          30 |                    30 | 0               |
| 1523365653000 |     91 | OPEN   |          30 |                    18 | 12              |
| 1523365655000 |      7 | OPEN   |          29 |                    28 | 1               |
| 1523365656000 |     36 | OPEN   |          40 |                     1 | 39              |
| 1523365657000 |     24 | OPEN   |          20 |                     6 | 13              |
| 1523365657000 |     64 | OPEN   |          40 |                    39 | 1               |
| 1523365662000 |     11 | OPEN   |          30 |                    12 | 18              |
| 1523365692000 |     49 | OPEN   |          40 |                    16 | 24              |
| 1523365695000 |     46 | OPEN   |          35 |                    26 | 9               |
| 1523365701000 |     79 | OPEN   |          27 |                    13 | 14              |
| 1523365702000 |      2 | OPEN   |          20 |                     9 | 11              |
| 1523365702000 |     41 | OPEN   |          20 |                     5 | 15              |
| 1523365708000 |     69 | OPEN   |          40 |                    10 | 30              |
| 1523365711000 |     91 | OPEN   |          30 |                    18 | 12              |
| 1523365711000 |     92 | OPEN   |          40 |                    40 | 0               |
| 1523365720000 |     89 | OPEN   |          40 |                    21 | 19              |
| 1523365721000 |     73 | OPEN   |          30 |                    23 | 7               |
| 1523365725000 |     64 | OPEN   |          40 |                    40 | 0               |
| 1523365734000 |     83 | OPEN   |          40 |                    38 | 2               |
| 1523365735000 |     16 | OPEN   |          20 |                    12 | 8               |
| 1523365739000 |     34 | OPEN   |          30 |                    12 | 18              |
| 1523365746000 |     62 | OPEN   |          40 |                    23 | 17              |
| 1523365749000 |      7 | OPEN   |          29 |                    29 | 0               |
| 1523365754000 |     12 | OPEN   |          20 |                    20 | 0               |
| 1523365756000 |     85 | OPEN   |          35 |                    34 | 1               |
| 1523365758000 |     28 | OPEN   |          30 |                     7 | 23              |
| 1523365763000 |     36 | OPEN   |          40 |                     0 | 40              |
| 1523365773000 |    105 | OPEN   |          36 |                    34 | 2               |
| 1523365775000 |     84 | OPEN   |          30 |                    30 | 0               |
| 1523365792000 |     22 | OPEN   |          20 |                    11 | 9               |
| 1523365794000 |     76 | OPEN   |          38 |                    22 | 16              |
| 1523365795000 |     72 | OPEN   |          31 |                    22 | 9               |
| 1523365798000 |     88 | OPEN   |          30 |                    30 | 0               |
| 1523365801000 |     19 | OPEN   |          30 |                     0 | 29              |
| 1523365819000 |     59 | OPEN   |          20 |                    20 | 0               |
| 1523365830000 |    102 | OPEN   |          40 |                    17 | 23              |
| 1523365833000 |     39 | OPEN   |          20 |                    11 | 9               |
| 1523365837000 |     97 | OPEN   |          40 |                    40 | 0               |
| 1523365838000 |     45 | OPEN   |          30 |                    24 | 5               |
| 1523365846000 |     58 | OPEN   |          40 |                    20 | 20              |
| 1523365857000 |     74 | OPEN   |          30 |                    18 | 12              |
| 1523365864000 |     54 | OPEN   |          33 |                    23 | 10              |
| 1523365868000 |     42 | OPEN   |          30 |                    28 | 2               |
| 1523365878000 |     87 | OPEN   |          38 |                    38 | 0               |
| 1523365881000 |     71 | OPEN   |          40 |                    29 | 11              |
| 1523365881000 |    103 | OPEN   |          40 |                    31 | 9               |
| 1523365883000 |      1 | OPEN   |          31 |                    28 | 3               |
| 1523365885000 |     56 | OPEN   |          40 |                    20 | 20              |
| 1523365889000 |     63 | OPEN   |          35 |                    10 | 25              |
| 1523365892000 |     44 | OPEN   |          30 |                    15 | 15              |
| 1523365894000 |     70 | OPEN   |          40 |                     9 | 31              |
| 1523365895000 |     78 | OPEN   |          40 |                    26 | 14              |
| 1523365900000 |     32 | OPEN   |          30 |                    23 | 6               |
| 1523365903000 |     57 | OPEN   |          23 |                     3 | 20              |
| 1523365907000 |      4 | OPEN   |          20 |                    17 | 3               |
| 1523365910000 |      6 | OPEN   |          20 |                    20 | 0               |
| 1523365912000 |     15 | OPEN   |          16 |                     5 | 10              |
| 1523365912000 |     24 | OPEN   |          20 |                     5 | 14              |
| 1523365912000 |     51 | OPEN   |          40 |                    31 | 9               |
| 1523365919000 |     60 | OPEN   |          30 |                    11 | 19              |
| 1523365926000 |     47 | OPEN   |          40 |                     9 | 29              |
| 1523365930000 |     30 | OPEN   |          20 |                     4 | 16              |
| 1523365936000 |     29 | OPEN   |          29 |                     0 | 29              |
| 1523365942000 |     75 | OPEN   |          40 |                    37 | 3               |
| 1523365943000 |     14 | OPEN   |          30 |                    29 | 1               |
| 1523365947000 |     38 | OPEN   |          40 |                    28 | 10              |
| 1523365949000 |    100 | OPEN   |          25 |                    21 | 4               |
| 1523365955000 |     18 | OPEN   |          30 |                    29 | 1               |
| 1523365956000 |     33 | OPEN   |          23 |                    16 | 7               |
| 1523365958000 |     10 | OPEN   |          16 |                     4 | 12              |
| 1523365958000 |     26 | OPEN   |          20 |                     0 | 20              |
| 1523365965000 |     64 | OPEN   |          40 |                    39 | 1               |
| 1523365967000 |     66 | OPEN   |          40 |                    13 | 25              |
| 1523365983000 |     21 | OPEN   |          30 |                    16 | 14              |
| 1523365995000 |     79 | OPEN   |          27 |                    12 | 15              |
| 1523366015000 |      4 | OPEN   |          20 |                    17 | 3               |
| 1523366019000 |     13 | OPEN   |          30 |                     2 | 28              |
| 1523366019000 |     68 | OPEN   |          40 |                    21 | 19              |
| 1523366027000 |     27 | OPEN   |          20 |                     4 | 16              |
| 1523366029000 |     61 | OPEN   |          25 |                    11 | 13              |
| 1523366033000 |      3 | OPEN   |          20 |                    17 | 2               |
| 1523366035000 |     98 | OPEN   |          30 |                     4 | 20              |
| 1523366036000 |     90 | CLOSED |          40 |                     0 | 0               |
| 1523366038000 |     26 | OPEN   |          20 |                     1 | 19              |
| 1523366038000 |     40 | OPEN   |          21 |                     6 | 15              |
| 1523366071000 |    104 | OPEN   |          40 |                    28 | 12              |
| 1523366072000 |     38 | OPEN   |          40 |                    27 | 11              |
| 1523366076000 |     19 | OPEN   |          30 |                     0 | 29              |
| 1523366081000 |     80 | OPEN   |          40 |                    22 | 18              |
| 1523366082000 |     77 | OPEN   |          29 |                    21 | 5               |
| 1523366083000 |    100 | OPEN   |          25 |                    20 | 5               |
| 1523366085000 |     56 | OPEN   |          40 |                    17 | 23              |
| 1523366096000 |     25 | OPEN   |          30 |                     7 | 23              |
| 1523366099000 |     82 | OPEN   |          22 |                    22 | 0               |
| 1523366110000 |     52 | OPEN   |          32 |                    32 | 0               |
| 1523366111000 |     43 | OPEN   |          30 |                    28 | 2               |
| 1523366115000 |     14 | OPEN   |          30 |                    28 | 2               |
| 1523366119000 |     55 | OPEN   |          36 |                    15 | 21              |
| 1523366126000 |     33 | OPEN   |          23 |                    14 | 9               |
| 1523366129000 |     81 | OPEN   |          40 |                    11 | 29              |
| 1523366141000 |     17 | OPEN   |          20 |                    14 | 6               |
| 1523366148000 |     67 | OPEN   |          40 |                    34 | 6               |
| 1523366156000 |     86 | OPEN   |          38 |                    36 | 2               |
| 1523366157000 |     37 | OPEN   |          30 |                    11 | 19              |
| 1523366163000 |     24 | OPEN   |          20 |                     4 | 15              |
| 1523366164000 |     53 | OPEN   |          40 |                     5 | 35              |
| 1523366166000 |     30 | OPEN   |          20 |                     3 | 17              |
| 1523366171000 |      9 | OPEN   |          24 |                     8 | 16              |
| 1523366173000 |     50 | OPEN   |          40 |                    40 | 0               |
| 1523366175000 |     65 | OPEN   |          40 |                    18 | 22              |
| 1523366177000 |      2 | OPEN   |          20 |                    10 | 10              |
| 1523366184000 |     99 | OPEN   |          30 |                     2 | 28              |
| 1523366185000 |      5 | OPEN   |          40 |                    30 | 10              |
| 1523366186000 |     23 | OPEN   |          30 |                    12 | 18              |
| 1523366186000 |     78 | OPEN   |          40 |                    26 | 14              |
| 1523366193000 |      8 | OPEN   |          30 |                     7 | 19              |
| 1523366194000 |     22 | OPEN   |          20 |                    12 | 8               |
| 1523366197000 |     18 | OPEN   |          30 |                    28 | 2               |
| 1523366202000 |     29 | OPEN   |          29 |                     1 | 28              |
| 1523366203000 |     45 | OPEN   |          30 |                    24 | 5               |
| 1523366208000 |     47 | OPEN   |          40 |                     8 | 30              |
| 1523366211000 |     96 | OPEN   |          30 |                    30 | 0               |
| 1523366216000 |     60 | OPEN   |          30 |                    11 | 19              |
| 1523366218000 |     85 | OPEN   |          35 |                    35 | 0               |
| 1523366222000 |     58 | OPEN   |          40 |                    19 | 21              |
| 1523366225000 |     32 | OPEN   |          30 |                    22 | 7               |
| 1523366226000 |     94 | OPEN   |          40 |                    33 | 7               |
| 1523366232000 |     75 | OPEN   |          40 |                    37 | 3               |
| 1523366233000 |     31 | OPEN   |          20 |                     7 | 13              |
| 1523366233000 |     93 | OPEN   |          40 |                    24 | 16              |
| 1523366237000 |     28 | OPEN   |          30 |                     7 | 23              |
| 1523366240000 |     72 | OPEN   |          31 |                    20 | 11              |
| 1523366243000 |     95 | OPEN   |          40 |                    40 | 0               |
| 1523366244000 |     48 | OPEN   |          40 |                    19 | 21              |
| 1523366248000 |    101 | OPEN   |          30 |                    26 | 4               |
| 1523366251000 |     46 | OPEN   |          35 |                    26 | 9               |
| 1523366254000 |     35 | OPEN   |          30 |                    28 | 2               |
| 1523366271000 |     11 | OPEN   |          30 |                    12 | 18              |
| 1523366271000 |     49 | OPEN   |          40 |                    15 | 25              |
| 1523366278000 |     25 | OPEN   |          30 |                     6 | 24              |
| 1523366311000 |     41 | OPEN   |          20 |                     5 | 15              |
| 1523366318000 |     69 | OPEN   |          40 |                    11 | 29              |
| 1523366320000 |     92 | OPEN   |          40 |                    40 | 0               |
| 1523366326000 |     53 | OPEN   |          40 |                     4 | 36              |
| 1523366331000 |     73 | OPEN   |          30 |                    24 | 6               |
| 1523366339000 |     30 | OPEN   |          20 |                     3 | 17              |
| 1523366343000 |     83 | OPEN   |          40 |                    39 | 1               |
| 1523366355000 |     62 | OPEN   |          40 |                    23 | 17              |
| 1523366357000 |      7 | OPEN   |          29 |                    29 | 0               |
| 1523366363000 |     12 | OPEN   |          20 |                    20 | 0               |
| 1523366363000 |     21 | OPEN   |          30 |                    15 | 15              |
| 1523366367000 |      2 | OPEN   |          20 |                    11 | 9               |
| 1523366369000 |     38 | OPEN   |          40 |                    26 | 12              |
| 1523366372000 |     36 | OPEN   |          40 |                     0 | 40              |
| 1523366373000 |     99 | OPEN   |          30 |                     1 | 29              |
| 1523366375000 |     68 | OPEN   |          40 |                    22 | 18              |
| 1523366383000 |    105 | OPEN   |          36 |                    34 | 2               |
| 1523366386000 |     84 | OPEN   |          30 |                    30 | 0               |
| 1523366390000 |      3 | OPEN   |          20 |                    17 | 2               |
| 1523366403000 |     76 | OPEN   |          38 |                    22 | 16              |
| 1523366407000 |     24 | OPEN   |          20 |                     3 | 16              |
| 1523366409000 |     88 | OPEN   |          30 |                    30 | 0               |
| 1523366410000 |     13 | OPEN   |          30 |                     1 | 29              |
| 1523366420000 |     58 | OPEN   |          40 |                    20 | 20              |
| 1523366429000 |      1 | OPEN   |          31 |                    28 | 3               |
| 1523366429000 |     59 | OPEN   |          20 |                    20 | 0               |
| 1523366430000 |      9 | OPEN   |          24 |                     8 | 16              |
| 1523366430000 |     86 | OPEN   |          38 |                    36 | 2               |
| 1523366435000 |     22 | OPEN   |          20 |                    12 | 8               |
| 1523366438000 |     33 | OPEN   |          23 |                    13 | 10              |
| 1523366439000 |    102 | OPEN   |          40 |                    17 | 23              |
| 1523366443000 |     39 | OPEN   |          20 |                    11 | 9               |
| 1523366445000 |     17 | OPEN   |          20 |                    14 | 6               |
| 1523366448000 |     97 | OPEN   |          40 |                    40 | 0               |
| 1523366460000 |     61 | OPEN   |          25 |                     3 | 21              |
| 1523366467000 |     74 | OPEN   |          30 |                    18 | 12              |
| 1523366474000 |     54 | OPEN   |          33 |                    23 | 10              |
| 1523366482000 |     34 | OPEN   |          30 |                    12 | 18              |
| 1523366487000 |     19 | OPEN   |          30 |                     1 | 29              |
| 1523366487000 |     87 | OPEN   |          38 |                    38 | 0               |
| 1523366490000 |    103 | OPEN   |          40 |                    31 | 9               |
| 1523366496000 |     66 | OPEN   |          40 |                    13 | 25              |
| 1523366497000 |     89 | OPEN   |          40 |                    20 | 20              |
| 1523366499000 |     63 | OPEN   |          35 |                    10 | 25              |
| 1523366502000 |     42 | OPEN   |          30 |                    30 | 0               |
| 1523366502000 |     44 | OPEN   |          30 |                    15 | 15              |
| 1523366504000 |     16 | OPEN   |          20 |                    13 | 7               |
| 1523366504000 |     70 | OPEN   |          40 |                     9 | 31              |
| 1523366508000 |     64 | OPEN   |          40 |                    38 | 2               |
| 1523366512000 |     65 | OPEN   |          40 |                    20 | 20              |
| 1523366513000 |     57 | OPEN   |          23 |                     4 | 19              |
| 1523366520000 |      6 | OPEN   |          20 |                    20 | 0               |
| 1523366521000 |     15 | OPEN   |          16 |                     5 | 10              |
| 1523366521000 |     51 | OPEN   |          40 |                    31 | 9               |
| 1523366525000 |     75 | OPEN   |          40 |                    38 | 2               |
| 1523366531000 |     35 | OPEN   |          30 |                    28 | 2               |
| 1523366542000 |     55 | OPEN   |          36 |                    14 | 22              |
| 1523366544000 |     91 | OPEN   |          30 |                    17 | 13              |
| 1523366553000 |     71 | OPEN   |          40 |                    29 | 11              |
| 1523366554000 |      8 | OPEN   |          30 |                     5 | 21              |
| 1523366554000 |     48 | OPEN   |          40 |                    17 | 23              |
| 1523366556000 |     14 | OPEN   |          30 |                    29 | 1               |
| 1523366563000 |     35 | OPEN   |          30 |                    28 | 2               |
| 1523366567000 |     10 | OPEN   |          16 |                     4 | 12              |
| 1523366573000 |     14 | OPEN   |          30 |                    30 | 0               |
| 1523366587000 |      3 | OPEN   |          20 |                    16 | 3               |
| 1523366593000 |     31 | OPEN   |          20 |                     7 | 13              |
| 1523366600000 |     24 | OPEN   |          20 |                     4 | 15              |
| 1523366605000 |     79 | OPEN   |          27 |                    12 | 15              |
| 1523366623000 |      6 | OPEN   |          20 |                    19 | 1               |
| 1523366625000 |      4 | OPEN   |          20 |                    17 | 3               |
| 1523366642000 |     28 | OPEN   |          30 |                     7 | 23              |
| 1523366645000 |     98 | OPEN   |          30 |                     4 | 20              |
| 1523366647000 |     26 | OPEN   |          20 |                     1 | 19              |
| 1523366647000 |     90 | CLOSED |          40 |                     0 | 0               |
| 1523366651000 |     27 | OPEN   |          20 |                     5 | 15              |
| 1523366669000 |     36 | OPEN   |          40 |                     1 | 39              |
| 1523366669000 |    101 | OPEN   |          30 |                    25 | 5               |
| 1523366681000 |    104 | OPEN   |          40 |                    28 | 12              |
| 1523366688000 |     38 | OPEN   |          40 |                    27 | 11              |
| 1523366690000 |     80 | OPEN   |          40 |                    22 | 18              |
| 1523366692000 |    100 | OPEN   |          25 |                    20 | 5               |
| 1523366693000 |     77 | OPEN   |          29 |                    21 | 5               |
| 1523366708000 |     82 | OPEN   |          22 |                    22 | 0               |
| 1523366718000 |     52 | OPEN   |          32 |                    32 | 0               |
| 1523366720000 |     43 | OPEN   |          30 |                    29 | 1               |
| 1523366738000 |     73 | OPEN   |          30 |                    23 | 7               |
| 1523366739000 |     81 | OPEN   |          40 |                    11 | 29              |
| 1523366743000 |     48 | OPEN   |          40 |                    18 | 22              |
| 1523366756000 |     33 | OPEN   |          23 |                    12 | 11              |
| 1523366759000 |     67 | OPEN   |          40 |                    34 | 6               |
| 1523366766000 |     37 | OPEN   |          30 |                    11 | 19              |
| 1523366778000 |     89 | OPEN   |          40 |                    18 | 22              |
| 1523366782000 |     50 | OPEN   |          40 |                    40 | 0               |
| 1523366795000 |      5 | OPEN   |          40 |                    30 | 10              |
| 1523366795000 |     47 | OPEN   |          40 |                     7 | 31              |
| 1523366796000 |     78 | OPEN   |          40 |                    27 | 13              |
| 1523366798000 |     23 | OPEN   |          30 |                    12 | 18              |
| 1523366799000 |     68 | OPEN   |          40 |                    22 | 18              |
| 1523366803000 |     22 | OPEN   |          20 |                    10 | 10              |
| 1523366806000 |     18 | OPEN   |          30 |                    28 | 2               |
| 1523366808000 |     21 | OPEN   |          30 |                    12 | 18              |
| 1523366812000 |     45 | OPEN   |          30 |                    25 | 4               |
| 1523366814000 |     29 | OPEN   |          29 |                     1 | 28              |
| 1523366820000 |     96 | OPEN   |          30 |                    30 | 0               |
| 1523366824000 |     58 | OPEN   |          40 |                    11 | 29              |
| 1523366825000 |      8 | OPEN   |          30 |                     5 | 21              |
| 1523366825000 |     60 | OPEN   |          30 |                    12 | 18              |
| 1523366830000 |     85 | OPEN   |          35 |                    35 | 0               |
| 1523366833000 |     39 | OPEN   |          20 |                    10 | 10              |
| 1523366836000 |     94 | OPEN   |          40 |                    33 | 7               |
| 1523366842000 |     71 | OPEN   |          40 |                    30 | 10              |
| 1523366843000 |     93 | OPEN   |          40 |                    24 | 16              |
| 1523366846000 |     40 | OPEN   |          21 |                     6 | 15              |
| 1523366846000 |     92 | OPEN   |          40 |                    37 | 3               |
| 1523366848000 |     72 | OPEN   |          31 |                    20 | 11              |
| 1523366849000 |     19 | OPEN   |          30 |                     2 | 28              |
| 1523366851000 |     95 | OPEN   |          40 |                    40 | 0               |
| 1523366852000 |      2 | OPEN   |          20 |                     9 | 11              |
| 1523366854000 |     56 | OPEN   |          40 |                    16 | 24              |
| 1523366857000 |      9 | OPEN   |          24 |                     9 | 15              |
| 1523366858000 |     32 | OPEN   |          30 |                    22 | 7               |
| 1523366860000 |     46 | OPEN   |          35 |                    26 | 9               |
| 1523366871000 |     52 | OPEN   |          32 |                    31 | 1               |
| 1523366878000 |      8 | OPEN   |          30 |                     6 | 20              |
| 1523366887000 |     25 | OPEN   |          30 |                     6 | 24              |
| 1523366906000 |     38 | OPEN   |          40 |                    24 | 14              |
| 1523366915000 |     98 | OPEN   |          30 |                     3 | 21              |
| 1523366920000 |     41 | OPEN   |          20 |                     5 | 15              |
| 1523366937000 |     53 | OPEN   |          40 |                     4 | 36              |
| 1523366947000 |     24 | OPEN   |          20 |                     5 | 14              |
| 1523366948000 |     30 | OPEN   |          20 |                     4 | 16              |
